ID,rel_docs
196,8849059 27010 4508989 1848986 5499176 8837841 138951 1212451 691521 670395 7679118 670375 134891 670396 670397 2403762 1780722 331833 4234186 3195196 6448398 4129234 662212 141593 452612 5553946 8984588 2537002 4500118 2178663 76058 17436 
197,410455 165171 6505590 916703 916663 138951 670395 8061764 670375 134891 670396 670397 4362155 12378 331833 4234186 8475400 6448398 7733066 5878898 8922703 141593 452612 2537002 4500118 2178663 76058 17436 4099797 112865 2433878 8594601 
198,11646 63134 134363 8937594 2016232 4737020 780631 1778406 366120 1945972 13145 1821953 7414622 571984 2119620 5571342 1991777 8035428 5055645 1884042 4922093 5145887 72714 2119636 246376 985043 6510861 1812471 888035 434111 1854385 707363 
199,754541 5183877 3178166 1239757 4852021 8452100 1298459 7305339 987636 177893 84007 63137 3708848 7364267 455898 4858025 64342 246536 134890 347816 967176 5833 4110730 4994503 7627201 21464 692775 3702 1084992 14792 461781 5348944 
200,11722 1526 237832 11600 8505876 2987761 2074608 3749888 1489 437313 2028824 375614 286439 237844 75542 1908861 10180 2643352 247449 1221259 409579 2487052 5970342 6345137 8428803 4640019 6080889 622281 1974762 258783 166799 151237 
201,32925 4724374 49424 522987 164469 3081514 1487312 164463 1686052 1131441 1684151 1538318 4136654 715882 131229 1679692 860675 2314729 1685778 253235 246376 165396 4693958 5356218 4370184 5875902 1794118 5251802 4824983 26749 2439831 719217 
202,213762 4454320 401160 220517 4215117 1089244 4215089 7282466 7611 4215075 1530256 5560864 344966 1204552 5787065 2773940 6587536 210849 7595668 216887 2191552 230397 7621511 4469504 4876964 224252 4094146 137008 2193732 4894 4764233 8750990 
203,475834 2338561 2338650 261552 2338642 4718040 474023 7350919 494861 29810 2178626 7001542 274243 1842274 473972 7762118 400989 7990538 268796 36077 179676 215240 7701375 6565306 5558096 3241671 4555829 10990 4994782 2338599 7685705 6242704 
204,289212 391654 3230757 3037235 391625 1436193 5659037 1686584 496259 8590754 2446128 3857472 391709 391758 603257 5667188 62929 2157106 9159075 1690237 5331562 157569 9115773 7281986 180703 8481137 5647720 7002755 15340 7229037 1436206 6369189 
205,1394458 1068 39682 1586967 401211 1542969 3614561 4605864 5870654 4870778 215797 4279850 219082 1322133 251070 4817038 17168 1961086 26437 2859599 5655337 1130860 5840176 2106565 716280 597850 1560520 680845 812283 29032 6025439 420 
206,3238518 6787 1975257 1288444 4013554 9223068 8350730 7230379 7963586 1213223 8826786 4551277 3763859 8302153 1497925 6166515 4220018 7229414 2654774 49749 2998592 3026880 101226 1726510 5919418 597439 593515 115936 411192 5025687 297708 5952392 
207,133947 115422 443648 138951 72283 670395 670375 134891 670396 670397 6381377 9066180 331833 4234186 6448398 141593 452612 2537002 4500118 2178663 76058 17436 4099797 112865 6382630 2433878 8769649 4305522 1788567 2777578 9036835 34513 
208,208148 5027876 138951 33180 670395 670375 134891 670396 670397 331833 4234186 6448398 990863 5524456 141593 43113 452612 2102234 1774256 2537002 6332527 4500118 2178663 5390033 76058 17436 4099797 112865 2433878 4305522 6435105 1788567 
209,4256105 4208261 7851922 2902401 4766591 1863111 529860 216360 8092650 25924 95846 345897 278564 5550757 7643 5830689 8035161 2141782 7367004 206616 2952045 8277 5907782 8294680 1316250 564287 2479785 2496802 5595855 8611312 1312142 5469410 
210,69209 155956 360243 777878 231423 40260 5545734 74719 12225 806 6568050 1598091 7802933 72592 6575 769604 5287751 6497722 8247153 5551006 1390301 7010029 6237918 8475644 6453017 44491 9218157 1673627 2155384 100299 1477528 69208 
211,4266525 7276379 538945 4730251 8204000 4200726 6908000 2734503 843568 5911560 2594615 552590 5157691 839304 43350 5587754 2120230 6423305 7330911 7459758 770957 5483255 199485 4180875 173289 4265029 2225668 4532 500041 675615 5317768 7994718 
212,311353 1682512 7981324 1993280 3094031 8299718 5794446 8897697 3445669 7921738 6327821 17905 7903904 2338237 3830491 7921567 5975972 8500409 7707434 7579640 3047648 8852586 506842 9141333 641531 2135846 4518361 923600 1776199 5419547 6084454 7564204 
213,4706721 1816344 4451302 3370214 7514070 4328405 618289 4134453 334455 4450822 62321 1360451 281138 7039121 1871286 306596 3957497 8354158 5045173 5214901 6500308 8820175 547336 2200801 6015639 5977135 1778245 85419 2370730 218201 1002143 6044692 
214,141930 2721626 5028496 6878619 5638599 6488575 1057307 142057 4956114 152472 4731282 221864 4939901 8334248 4886247 5797862 166316 139788 5866354 155595 142376 5343456 18090 8674667 8910346 7042518 8049388 1303991 141593 4625949 6363786 3729178 
215,686808 6520235 271601 4864351 1916259 1376367 1528528 6520252 4815545 5830458 6898135 6520281 4888219 6461115 1911969 271605 4973231 1396837 20176 270768 4515116 171745 8126491 1452851 271618 4606675 474230 4973233 6142266 1450069 4502530 4510100 
216,5319134 5582862 60420 385100 6023811 9359 82549 5003720 2320851 8375368 133975 9107 6582152 6625854 95103 7015565 5967769 5970075 5970191 5970038 5968900 5970199 27110 446654 850113 85391 5967906 5972653 5972679 133099 4966206 5325519 
217,2403247 10436 6332 2525124 12894 1736335 2137315 617041 2399116 757281 48220 1736369 2415571 105964 6885780 1382868 188537 2415351 8899 1736235 2559871 699163 6114925 6216753 2473901 679519 698094 1843281 7885730 3383401 8929543 19224 
218,996429 5372413 4012362 60861 8508319 7645828 7727027 235889 621529 6531296 8947131 932354 439073 1227374 105747 28010 14620 882498 6436460 4235571 809418 1699951 2353451 5557730 1087297 6533463 731105 543127 8108421 1108359 93526 6835806 
219,1462820 7916735 34977 7053349 8501470 1684408 658175 8781197 1007388 8384399 266859 392861 200160 3965395 6110007 1073262 7567815 3021968 7670923 2090402 6640045 3355980 3309986 77750 8398762 5557249 1266772 19 6575394 5588337 1295974 757433 
220,181578 8021502 4611278 6914892 7787016 6069133 30023 2169742 8746596 3582488 1027066 6379134 10413 8135322 5875146 6136819 8080230 56819 5466679 554091 6945006 4329408 1509449 3676723 1815634 2181479 6466831 199433 8664446 5802558 208074 1509837 
221,6963886 23314 4715379 23316 25034 23320 719440 355427 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 5391404 23422 
222,5249994 23790 240427 4630014 5249154 9134476 4568633 2033520 35965 8506642 5995464 1617038 3756661 409955 2367738 8326932 4922307 8854207 2842630 8312080 1997012 8252571 7522902 1030859 493379 983533 1717961 8806497 534666 4526347 5412936 6922832 
223,3590731 2026226 23314 23316 25034 23320 355427 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 7696953 23422 210724 
224,10906 2911944 6984138 7470823 558111 33713 2661029 156391 4423088 5408889 521395 4643236 456945 6912707 1409323 867078 528709 3510648 30549 448026 1892174 8722578 1297986 6860183 811823 4966277 6381410 584169 627117 4123595 7698636 8952247 
225,23314 23316 25034 23320 355427 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 23422 210724 23413 4660653 23472 
226,2909476 2911176 36580 790005 131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 4360670 560704 6287624 1720765 1067600 692775 6416188 2406736 925847 5351387 2252827 3031618 3226756 6156643 3226132 4348946 6539679 4356789 
227,23314 23316 25034 23320 355427 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 23422 23413 210724 23472 29326 
228,2220097 1591110 61408 87986 4327267 132197 5479948 7257221 8691285 8925677 1415754 5075194 585356 4941892 334601 148380 709147 796131 1877654 1484694 3391421 44379 6692 925410 4124062 7002340 1224676 705074 7619965 7696439 4843581 5236673 
229,334147 55328 1415254 4208368 4208383 997954 240182 912068 4279244 3855995 2362575 1683909 8811772 4133462 9104937 769949 477574 2808208 366142 61944 274419 5427436 646887 4224310 3133012 3916108 82413 1020897 4321089 4259711 1337977 1205397 
230,4201130 2878376 4921482 2763658 2912965 3653775 6836306 34580 4305173 2563479 16322 8335252 3172631 4257546 3172623 643452 6853426 308937 2945660 653932 4532 4508286 347893 2468462 2766788 318728 4396842 179286 367836 2728109 1883646 9136840 
231,3012069 8269403 50407 220986 4272299 56243 221062 485009 153702 5499823 6156110 8803489 153692 148363 153686 7180397 6154794 115034 709748 4070014 1881080 1911933 1927374 6520252 8809871 6883414 7229104 8794930 332835 4515116 7221479 242994 
232,4895341 2310719 1983883 1358567 925193 4565966 6930507 6510861 2089677 6915715 8009481 4563646 1868082 4614673 4866619 2561393 4890046 8905095 1027589 6476083 5031629 2765657 52287 3632899 4160874 4513941 7981324 256120 1400482 242650 681298 237614 
233,15766 30316 188691 1907739 3168071 2210062 8473545 143494 153205 601927 8524499 4245557 140036 167220 80204 4509672 2005500 167219 167217 5387216 1297204 260820 121131 5560051 4806053 146760 664900 4399095 167121 5088073 2098887 2099040 
234,1358567 144772 2310719 1983883 925193 4565966 6930507 2089677 4866619 456737 6915715 8009481 6510861 1868082 4895341 2561393 242650 4890046 8905095 1027589 4614673 6476083 5031629 2765657 20599 4160874 7981324 256120 1400482 681298 237614 1144628 
235,23314 23316 25034 23320 355427 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 2870792 5703247 4756573 23422 210724 
236,23314 23316 38188 25034 23320 355427 23423 23317 2444447 23311 23310 23309 23411 2417809 1098591 23293 23424 6287104 23421 23308 19750 5132883 23418 23428 23426 1738181 47944 23405 746156 3543148 23406 21412 
237,1766296 8327 1514100 2310719 1983883 1358567 4565966 925193 6930507 6510861 2089677 6915715 8009481 2097286 1868082 2561393 4890046 3172684 237614 4895341 8905095 1027589 52298 6476083 5031629 2765657 4866619 29311 4160874 1504327 4614673 2466117 
238,23314 23316 25034 23320 355427 23423 23317 23311 23310 23309 23411 38195 2417809 1098591 1307407 23293 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 23422 210724 23413 
239,31166 4453961 23314 23316 25034 23320 355427 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 5175460 23418 23428 5969380 23426 1738181 4738966 47944 23405 3543148 23406 24901 21412 
240,204738 130357 4169542 6202067 737412 4187657 883053 8742552 7587205 4412986 3444773 444678 7763652 712042 8743521 2433386 554113 4232638 5109748 8251964 130339 1293964 27303 259738 8438662 627684 990447 247475 253207 6492941 8233373 139848 
241,743657 8919844 5699334 118304 49761 48420 7666985 11034 83983 10580 179697 124534 5005961 544675 90780 4496919 4511746 2166171 6427809 1423108 131875 49757 448694 5014029 139278 4824478 8665766 3317826 3757867 113510 29782 758686 
242,23314 23316 25034 23320 355427 23423 23317 23311 23310 23309 23411 2417809 3136457 1098591 23293 23424 23421 23308 23418 23428 1792733 23426 1738181 3160915 47944 23405 3543148 23406 21412 3511 4984075 23422 
243,1677459 1186464 120965 334177 4445756 1306065 375306 543739 1521354 4551420 797395 1509923 1499564 1207223 7159157 148313 5388802 4851991 2410768 1187220 1205080 1196451 8681482 1521043 1208048 385573 120966 7388869 1204406 1521033 256142 2691431 
244,2976862 1970867 1497144 5313937 26384 837183 495932 4338903 7824 6295095 4844976 7647220 35027 5008589 4447904 4755828 922765 3079367 7001365 4648654 302440 173180 4896725 7316880 8698588 7316861 3095455 4676250 3097964 7195866 477867 8916099 
245,4766787 4567132 168769 4356225 5227594 641575 9029163 7205889 4779420 2166396 323204 898684 3514434 5049078 1767451 7414300 2055134 4222499 879476 5547213 5860105 8082272 5092432 7830213 2064495 34695 5524456 5959983 8775786 84838 3045251 5959981 
246,5586366 1101629 8362040 734468 513912 4551500 2502089 7601184 7615283 7906430 208117 7218499 5453320 7340881 6850972 3001868 7403326 444731 5700249 893087 7256666 3973814 5213415 1381420 5209198 6118160 718746 3105016 7473470 7991661 8341706 4550674 
247,4761825 48633 1894922 5785810 4871236 5969912 13145 5809570 3208436 4840720 5700255 1456487 220382 1945972 5336573 990034 4600823 780631 3569402 5491118 8429229 6491555 1485726 3980732 8864004 7586030 1325566 8035556 374390 7607533 4749806 969 
248,137611 5201307 7382665 1169310 191356 182251 3389435 8512582 3175739 206815 4884203 198647 3667841 7538351 5382235 189781 3621613 7550538 708942 4808205 3074329 3607846 7065596 2968683 3126793 7182738 5023351 2098637 3392883 4630003 3526862 6138222 
249,11534 9401 6829545 1850833 7618826 604636 2786231 8941258 24696 8834004 7229614 120377 3201299 6512975 59354 4031198 5459192 5120413 4340951 2103643 1811924 84716 131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 
250,124387 1072111 6411559 8462628 50489 1242847 6071115 1791804 731565 6960585 674985 4101919 1884687 8002517 6621433 682948 2548715 7352434 8167828 341298 95566 7169568 1158888 698789 76224 14516 3422126 615887 6545544 6231577 1565499 76597 
251,4155556 440401 1217741 120249 7808617 306801 852341 7441326 601942 798765 8754938 8673542 5515020 2733030 335977 124349 4884513 764375 260855 162852 304544 260084 2508340 4494598 321927 6969927 6514534 415450 650199 286668 2392019 8409466 
252,6952996 4377486 851184 1694325 202397 1715223 895943 6197038 53927 4975394 7727620 1237145 1351410 8861895 8011371 1058208 5960279 518177 1376367 1418136 4049596 681701 325577 100708 5622055 8567503 2006047 4954857 5269134 7341130 336181 4718340 
253,49994 307444 3356785 4291555 1667586 4390908 8986560 792694 8986137 6055059 7724049 112121 9151783 1663371 3831802 30370 1661234 1177989 7284271 466702 600207 1751733 143196 5996971 3578943 1062956 118948 7062782 350078 7284349 7626842 8619751 
254,8753641 428129 13903 1931289 8716636 216826 145053 4556633 5099460 71419 955000 187207 28633 8128293 556805 5378465 2755130 89135 566385 3631420 72316 5342885 25559 3413295 6022343 6110499 4305232 5527826 5372356 1205457 2463 4598 
255,23314 23316 25034 5118940 23320 355427 19817 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 3488844 3516 23422 
256,2414262 684727 8589631 9117773 8576633 314878 3618848 290767 1450179 165751 8509555 508816 2808813 140968 7970623 1816971 8560811 1516092 2174891 2231315 6312781 12121 2812071 8444748 65509 38155 2641932 508779 16278 14929 3165198 86233 
257,614360 6160201 87537 591821 1634 1865607 4026399 4765037 5113337 6349679 95162 3991155 5553401 223717 456737 26070 8936867 249817 4510410 1866832 4861468 4720674 8803527 6053813 140629 358497 2620171 2199824 5665645 63571 8283898 262604 
258,1420624 2311246 4248323 147868 3205721 141145 3822087 5243759 1705941 515046 1078652 313145 6602447 617040 8965967 3014728 587898 5041562 878088 140629 3803254 3053127 5254011 5317037 3611636 8816641 3180566 483267 375053 742304 2513826 148363 
259,694676 4356658 240962 1428103 460550 5083764 6472200 5440191 4960616 1123773 4342971 6488525 6530293 8750647 1210937 1265516 6223843 153764 5980168 332160 8277814 447901 1786957 4627547 4107933 8489067 5316994 163499 2640276 4523071 131935 1960972 
260,24786 23314 23316 20201 25034 23320 355427 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 23422 3114168 210724 
261,131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 4360670 560704 6287624 1720765 1067600 692775 6416188 2406736 925847 5351387 2252827 3031618 3226756 6156643 3226132 4348946 6539679 4356789 3625612 5582330 340982 4174047 
262,23314 23316 25034 8411850 23320 355427 23423 23317 19838 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 23426 2337293 1738181 47944 23405 3543148 23406 21412 3511 23422 210724 
263,1831006 1688328 20198 23314 23316 25034 23320 355427 23423 120372 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 23426 1312900 1738181 4033415 47944 23405 3543148 23406 21412 
264,23314 23316 25034 23320 355427 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 19846 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 3907088 23422 210724 23413 
265,168400 1967045 1169979 1159548 7364 1172606 55259 5034836 1965983 414426 1627147 191640 220033 7638605 168392 4521746 1203588 4533645 1209534 1964981 3719904 1158862 1792004 291277 160024 33921 1157431 159194 194393 201572 9210423 1388986 
266,8799386 9184518 1324887 3030415 4617922 4802905 221762 9184506 26559 8329316 53930 4387517 7245196 744261 384740 4927345 1931208 1941552 9184340 1935777 456737 3053127 5317037 905046 710457 2368794 714468 53927 5271452 4690498 1930865 6413263 
267,150093 1074807 6550 552090 5284374 548003 2468284 845526 8843588 1139467 8907784 335041 4142429 7230379 4895584 4592355 1187742 604327 7536975 3281651 5343161 1422978 3201518 909495 4345456 4846677 2503931 2423100 5822887 6327401 3396154 442825 
268,4492728 19811 23314 23316 25034 23320 355427 23423 23317 7627023 23311 23310 23309 23411 2417809 1098591 6101868 23293 23424 23421 23308 23418 23428 3444666 23426 1738181 47944 23405 3543148 23406 21412 3511 
269,123849 1082401 1651763 7433927 1381032 1651938 276239 6493333 106543 214279 6335215 1413092 560235 7720 6912750 6205652 5120812 3565550 17168 503072 2811897 2561393 5224385 2730404 5060701 1420136 3930044 8613406 1321183 6456089 7622977 5020778 
270,23314 23316 25034 24785 23320 355427 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 20202 23426 1738181 47944 7791086 23405 1533631 3543148 23406 21412 3511 4099752 
271,4419637 23314 23316 25034 23320 355427 23423 23317 23311 23310 23309 23411 2417809 401707 1098591 23293 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 23422 210724 3338594 
272,5348346 10254 969655 5397485 4531922 5409009 1599146 2808208 8929352 3107907 1022231 8786653 559891 5576442 1011597 275447 2144435 988303 6138433 278223 1138569 8577890 2423083 315403 8039032 299870 3213741 4342539 31635 4342520 113727 8765225 
273,4763490 4687823 8999837 9206552 2035179 13664 53991 4700584 7992819 126989 5326507 2909 676168 273158 5432541 2789936 1609350 2253179 2492445 1047318 1113598 1103685 8784760 9190306 384318 2126938 2023712 4195265 466702 1986330 1972377 2495562 
274,8625 206028 4416635 4183878 4183850 5238700 8879004 9223275 4102826 1687462 4586523 2754740 8704308 727755 1717899 1018797 625273 1492693 3470999 8871333 5006042 5550646 5003482 3391916 8843 55941 562625 5528819 2521364 2022498 5263120 7862432 
275,5156563 2988900 2510291 3084095 14118 8460750 4441724 749317 20097 317018 6113649 1868439 6913490 6913355 278564 9105596 32206 316432 20652 28133 8431009 6906924 8951758 5249927 8918548 4571258 1138473 8503609 15673 6831379 3571364 3185132 
276,310245 6527806 7472552 5557777 169469 208190 725510 1389572 1992547 152720 315335 492995 1394489 189948 1250025 6013725 195037 1557453 10144 337970 1549243 2041633 312091 16352 6010447 416530 421087 1147246 188777 192266 188191 6011620 
277,14797 1053675 870017 3782266 3186286 4340951 1509449 652844 2103643 7826655 7991713 148506 1063386 1383329 3291755 1649410 5338201 6009907 525201 7260082 5025954 319808 6829545 5149356 7615460 4776238 134093 1728271 373583 980940 4848892 98730 
278,771165 811624 735494 6319888 1080217 910336 5157058 8753473 8682 858273 1566113 5993446 5992720 6385903 468989 7023854 239017 6191177 4265580 4772544 7414622 268508 4092761 2300996 5792665 780631 121307 6188939 5301418 8035428 16237 5992683 
279,266656 294054 5313670 5085693 686996 1159776 435320 8974591 12783 258394 1309590 466498 1118213 797522 51733 8304782 349094 1880032 4886443 5222156 4336135 7908690 521479 4569725 498771 5003817 4174626 700705 37988 5142019 96653 8735365 
280,414446 242526 1046425 668936 6989855 27313 6969423 8783019 3931957 3545001 2421811 509845 242527 5063726 209695 1025760 8141011 93607 221725 1555698 752926 7226223 5376243 362920 4899987 1546398 5245523 4394880 4880935 1846626 5074067 7804428 
281,215009 2010752 215031 8654207 32765 215046 948550 7717190 1925806 1247446 7654214 8103075 2402994 6960585 6485870 703630 1077717 6381149 4059668 4127260 1212539 4658359 1471057 1468260 6555504 734570 5518228 6249478 2883483 3001147 1786542 2843203 
282,20271 23314 23316 25034 23320 355427 23423 23317 23426 23311 23310 23309 3064036 24716 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 1738181 47944 23405 3543148 23406 21412 3511 23422 210724 
283,5952462 662034 4716490 3156690 1423349 806477 8890251 6574732 1589396 6979473 1325997 614471 4533606 6979496 337775 6321481 111536 3925443 6876328 5357630 3161220 8239289 499754 2151651 6385261 288695 745392 4065971 344836 590563 4912639 2190867 
284,8759372 780631 8532520 1945972 1554258 13145 7414622 571984 2119620 5571342 1991777 8035428 7743286 4922093 651199 6468532 72714 1495412 2119636 246376 2122772 7198713 985043 1812471 888035 6048140 434111 1854385 707363 81025 651187 7373162 
285,285077 8957101 1337133 4824063 2840751 1473414 945505 7454538 4678253 3262201 3931221 6338640 5012316 8589244 634503 701 4818651 5628457 63909 2196689 153550 5335022 6416782 150310 726159 7631002 3916114 4258154 919195 585052 8287589 131935 
286,7244347 56749 5028982 7428250 4989603 684105 4436185 8079535 432189 15387 8766757 55319 8854490 3043310 1097264 6913973 3156561 156211 6108654 4774855 388875 1076902 2289237 4295262 1573924 1235711 849397 4264417 3146636 1077673 937406 147810 
287,4612853 9024833 88108 189991 8360 6527112 7427151 495590 6404983 184599 219662 7788980 2789319 72154 585509 295443 479123 4964302 1020185 2415782 9012418 7862395 772045 564256 6163717 4264425 1740173 95842 8456742 8682 3253221 7357725 
288,39564 6646558 7424354 8849072 8261296 6325400 1056800 1255563 7218691 5301367 1863535 5008060 6319177 5324067 9099990 3061760 4123575 890521 4760247 9041457 8348531 3659298 297773 5767784 5686579 1160175 2338633 2853168 4280445 1404335 7830569 5614720 
289,17801 796950 7743034 3503390 6361489 7647718 84714 387413 546694 224194 538260 12106 1091221 6315537 7572287 6325383 2314911 4262934 3914902 9006911 6093214 8142963 1672295 204789 8557397 49470 6914205 2411733 5095482 4280664 8080878 4277038 
290,6446319 8770763 567575 1328964 2576164 57922 6446960 4973653 3443848 6228518 170831 6641835 5279373 5153845 327376 1962076 4824478 4937315 8583005 4320412 8704483 2172343 1523647 8361237 719488 6532929 247475 1739589 7853536 1585278 5279032 7462113 
291,891951 6470303 6401932 6245845 6143456 3155931 8502507 6126461 1458205 890367 2581083 8910979 2987885 7361255 1490188 1676033 1536928 632814 32012 1851201 1189744 2355599 32014 334338 2546268 1183527 6465170 6133165 2549458 1851308 2356692 32013 
292,4277142 147442 4746888 4746885 3006303 4232312 5251101 468906 141672 4232479 266716 7416244 2868774 4543080 7357307 133947 131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 4360670 560704 6287624 1720765 1067600 692775 
293,861216 5860424 743155 498740 9187329 4907970 743160 5333094 2016096 524757 8690684 8691746 1185896 722326 5188931 2415503 6257085 5720381 5493055 5856513 4303628 1514281 1525367 1576900 8492426 6018071 9192640 8934138 966877 824112 5120420 131935 
294,1659490 1071209 5551918 1388304 388477 1548148 7398946 1321285 8081809 5189863 298189 1800263 7271749 686046 8481464 56351 6419440 1465617 7441339 8806412 6321414 8938682 388627 388443 279849 1430289 1347611 335471 225827 1648378 8872629 3305357 
295,265917 1292779 1276070 1276182 5378902 747718 8552872 4271272 265898 5863571 266629 129563 1438579 4662063 5347114 8464993 469221 646211 5988212 6160925 6031657 5157682 417402 6254837 2744770 1011266 5406024 4871596 968169 4831061 560356 21043 
296,766134 766264 7332744 59302 248985 1821208 2349359 1294948 4340327 4116972 1827053 413221 7722655 754867 4170376 319808 14811 1678514 8176420 6627028 7325582 254650 7106888 3370191 1892139 6241417 1093711 967809 1362642 318837 90739 4130762 
297,3195936 108071 7614087 4753442 2470135 1395308 4395144 4200235 4083177 6828879 247287 6539857 3948055 8683080 1665323 1749283 8668186 8229632 3006360 4269602 3417335 2075156 6261633 1040627 3205801 8217151 4036519 4565236 3426540 1410270 1040622 1363299 
298,2794889 2576720 5141844 5902449 35246 668549 5527826 43789 2567130 3999803 6578914 1896738 4910865 1250325 749970 135386 4809345 10349 2789165 1250364 6478033 3454 6403905 291090 221935 1249756 5097732 6414891 6628502 8581166 7619501 473582 
299,8806 121684 1205579 13900 2335120 1646198 2514502 2294213 2309641 6420466 4770695 389434 604436 248440 4483307 2844986 392246 1156395 2272616 1762077 2852914 5643548 79823 5281776 6644200 396915 4153836 585536 1549153 2138727 1892174 381781 
300,183997 8540102 5276252 5903594 2932471 35502 8868937 5625814 1248430 8448382 7072796 1895012 6886398 9154826 8208074 6884647 900500 8976891 89754 5360096 6164494 1201012 7425838 6084079 8282179 1239812 6859365 6257394 3961362 5710658 8738725 2218006 
301,3031386 2200400 1894575 165374 6869617 813105 7383450 645493 380829 6194935 251 592360 35347 6487320 900895 856445 8205311 5753910 8088821 8087720 8017614 34414 1132642 7519232 1390510 5609058 8578124 82915 8431501 3101177 398641 986229 
302,2330110 698494 49739 3203697 1979542 514690 10240 5988023 20680 5804238 588155 194658 6625459 10239 605458 2366069 4175055 859686 4562458 2591390 8257717 2444976 21509 1715776 12060 6998147 501849 2080380 4923738 3570804 5042494 475402 
303,716501 997717 721693 859873 3608186 7356695 1233566 600510 936062 6145018 324946 1136282 1011908 13440 3020413 6989553 1613347 4316541 4942741 2324791 1042889 1682151 6989504 6559111 975672 2471077 856329 5473172 6375024 2598152 6921814 7214222 
304,3037235 289212 1686584 391654 3230757 391625 1436193 5659037 496259 8590754 2446128 3857472 391709 391758 603257 5667188 62929 2157106 9159075 1690237 5331562 157569 9115773 7281986 180703 8481137 5647720 7002755 6942086 2734237 1643576 15340 
305,4704276 4708616 456737 4709831 53927 52455 10097 52327 42618 8680089 53274 1582757 664781 6335080 271760 151581 259493 19387 6301682 5242 967408 1358567 45906 614360 327584 55877 1089774 107145 1736733 345207 698449 336181 
306,1267991 7414002 9060263 9059343 9063199 7881187 8573258 6368713 7693153 9060312 6913490 9061401 7645516 8417471 9062701 8420038 7679367 5597556 1048906 7298670 8708993 9037302 1690237 9039461 7647109 1367903 948467 9057185 919783 7594702 3513195 596322 
307,63134 134363 11646 8937594 4737020 1778406 2016232 1821953 366120 5055645 6510861 299996 1884042 780186 69727 7414772 6182565 6979848 6262700 6438095 410575 6603811 171263 249929 6144570 4756755 1447232 66717 71519 8367889 1931775 1862013 
308,6462454 282381 325698 8599811 157094 5271974 5802048 7853665 681591 8623563 1400154 809467 8617881 390270 8884931 3855690 3587354 4382535 2396742 8504254 5120960 2400859 3080097 8656761 2400942 1592458 913153 7389510 2007913 5455632 343106 723715 
309,20282 24705 23314 23316 25034 5258469 23320 355427 23423 23317 4585423 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 21457 3511 
310,1445996 1085466 1237831 843566 1286438 33198 1380338 5019261 1055847 6435211 909424 1804733 489454 1635663 1290808 918121 1702928 64871 8875646 916245 6028720 712823 8782902 6640527 8143486 35397 4859443 2983637 7146860 997557 291264 7552917 
311,1081863 45873 38984 436414 439074 4304988 290440 2002222 4304394 4305031 152010 4602196 6069684 4304417 2813751 8792119 3165740 1598090 7714699 165490 692586 7831530 10433 8737503 903607 2793686 2000034 3071727 399344 152299 5227951 1221471 
312,23314 23316 25034 23320 355427 23423 23317 23311 23310 24730 23309 23411 4585396 2417809 1098591 23293 23424 23421 23308 20257 21455 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 23422 
313,2286755 1082939 6517435 5603 913325 6210508 3821670 4373597 8452819 7724989 1820069 514459 2177559 8339181 443196 2286535 112972 8298991 1777260 2323521 10180 5711013 556021 7270753 5707790 8571183 4531490 8602993 14224 409579 7489061 878264 
314,20295 1190473 24694 1573977 23314 23316 25034 23320 355427 23423 23317 23311 23310 23309 23411 2995832 2417809 1098591 23293 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 
