ID,rel_docs
407,34461 134058 4850426 2299820 4859069 4869304 4904073 9049144 9048764 4869351 9049170 9050073 6461339 498164 9048972 9048661 211472 4818304 9047621 7705185 4869340 9050256 4851632 4875321 7215799 9047480 7709235
408,117182 2937377 751757 3660611 2902699 356142 4002895 8466979 2595603 6037084 3592638 3795608 2945906 14928 3180237 4492878 3188149 510870 1045972 7289870 4177206 3578793 351431 3547368 782062 605145 3426024 1019569 605800 3927820 351726
409,19132 1626204 1139365 635078 8665672 4002952 8468536 3862961 7746370 5006022 5677052 6821722 265083 6356786 4106027 6155002 4392999 5042134 3217326 70049 7057835 264576
410,12847 1832323 1820811 1834626 295438 32881 1782693 1851145 179659 349132 1847694 1811417 1806270 1170631 1817596 1580801 305764 4389918 263045 2966329 4953156 1742756 8294415 3477206 4541414 6938130 5005902 3817405 5346083 748410 7929316 5072735 272888 5135170 6934840 445306 432935 5028562 5073771 9126424 227253
411,7822301 5009242 5008530 7697237 8229315 4113508 2475991 8853781 8464142 3971412 2421200 9043331 7577821 8229310 918557 7142085
412,31264 1105346 883367 101932 6239334 5141100 5195761 5839962 7531 7017994 6074165 7404843 152076 2624775 6943330 8850694 215509 2006053 4394361 3633122 2977027 7539 8794121 2978521 1841571 1036707 489717 6175277 2382987 6150913 521571 3543148 8538554 5840650 9036016 9036015
413,27320 231610 6103881 2009666 27616 550470 726090 49947 4577602 7015844 592250 918878 110423 44991 3506134 4139491 1155460 7810723 3718120 3159149 4620096 1048866 765456 774423
414,107209 4016302 4034117 432975 1535274 8915 102077 4787669 849354 107218 107207 720349 107709 143631 102076 143603 107701 3180316 106905 234168 108853 107706 424790 107712 417914 7489056 3179098 104160 109803 103709 97551 5120821 85805 107213 7366757 44080 6312735 4016471 4016220 338106 4016410 2792213 4016450 4109805 4016521 4957486 5031326 4016261 1080703 5288879 4016501 4985894 3393172 4864287 2488037 6096440 433884 4339555 368240
415,5502 6940386 1212093 1082043 386343 6178905 5806270 1085048 6082526
416,2393930 6206287 2809258 5855361 3965791 168283 6462199 194522 1441682 4353230 943292 2661139 6849055 5752543
417,45333 9371 3654905 4577176 400452 6312088 4687621 3016195 219779 8607028 6189810 3390629 4230704 6195070 5828516 5893833 519826 45561 420 5997498 192266 5087814 650287 36035 579574 6101770 353390 5127377 263412 6013862 2455809 5265 6026904 305654 208190 1841619 7216501 535948
418,26623 250261 1114601 266859 232475 116339 8583 5382340 949815 536131 269940 742647 1399165 744261 2524405 8953797 8298777 5010026 8863256 2063961
419,61871 52286 155308 316967 160844 154247 98112 157027 153833 155262 4612860 6820209 358075 6382428 1009073 6050228 3966287 4438651 5819273 5476201 4619151 4990652 624333 8843911 6903774 280792 2476467 606000 1454158 177324
420,1218 1525296 8323656 7211959 5517021 4973744 54356 5230724 4093330 3857414 662034 5624238 220249 4470120 345459 61122 2863137 6314659 5637237 8652876 7720955 4633473 311880 656117
421,224393 4004438 4031640 2617695 4095712 500762 4566993 4182923 4531388 1812159 4531274 5448772 36903 9137160 3929146 9028654 6047086 5821143 2336285 2364284 81718 1785355 4263009 7525781 7224697 4823874 7063196 5560520
422,198798 7833 6290247 407869 300671 300349 301578 5310595 134490 4208740 187196 5632537 1411941 104004 7121098 8048550 420 9188954
423,1744675 5917209 6591824 6509049 4814443 1252936 5664660 5917550 9044514 6063861 6457641 6945286 1328089 4736983 8956945 2105799 6461365 8782539 8781722 6001977
424,1443550 1443513 7946573 6466542 2340329 7946665 7905049 1779450 26381 5140242 1380149 29687 6070023
425,746348 1092106 3242549 4900456 2553646 8569560 8231152 7899476 54718 2380737
426,3528534 2326670 306854 3580344 5246446 1995807 1244296 12106 5471131 3065122 2624010 2054629 4525433 556568
427,468906 194362 187726 1521304 5099518 2595146 7358359 5211436 3068455 528410 2190100 7358324 1801831 956250 7763177 7141826 743344 1717117 4976313 2309641 1550804 89422 9039947 6924050
428,853682 341692 341705 341698 341563 341690 341687 751488 6117267 3161996 8894550 4291162 5302603 1263916 8802584 432938 1861639 337254 6276055 8381652
429,625065 313872 6437349 7806972 128366 677644 2018727 362920 2490063 4112599 2622509 208629 7340436 37432 8857366
430,55014 7325327 851236 4352757 2964955 6402190 5957426 1338813 8971359 1744678 2412819 407597 8580373 8177520 9043487 7226961 295617 2451654
431,435227 7454526 5068155 3563281 538260 4282808 1844925 117259 7647708 7647718 4481104 4555647 199927 6250914 4529886 1607742 2198455 6083095
432,188009 4519969 3931137 8954371 7032141 4304064 9087 3999013 3196884 55812 3448064 2276143 4190949 1343329 4577798 313746 4577862 4965719 1667314 1452290 837625 1410575
433,111834 931357 603633 7574901 5134104 9102639 5554277 2414193 8551550 9037488
434,247206 8582580 7088616 6544365 5868217 8582256 5439 800296 3725944
435,89178 265514 98557 79188 266629 5242 243131 253057 52298 52277 243345 211950 131172 244360 101240 257247 132000 98473 260109 268148 257296 72320 112924 267340 263139 219132 263201 43039 263659 243094 146673 261799 363361 244623 67408 72625 262139 198982 4871596 1523549 8699066 2124739 5863804 2659281 1751035 6407422 8553745 5779301 7877604 4691 43257 2974023 5443365 2953445 21093 501399 604938
436,835312 526522 5298607 7052547 2995744 1284238 1191085 4632751 6597387 6845810 5442930 32738
437,72355 8232086 72012 7556564 1752653 5435618 4972312 704344 1132262 7555360 6393441 8538353 1136780 5810684 8366454 2024066 895131 5331359 357221 9046709 228105
438,98473 101240 146673 243345 257247 260109 262139 98557 243131 253057 253421 20855 211950 131172 244360 132000 268148 257296 72320 112924 267340 89178 79188 263139 219132 263201 265514 43039 263659 243094 261799 363361 244623 67408 266629 72625 5242 198982 709748 595747 98878 1610072 8699066 1733900 2296612 6822261 143996 5087302 133362 2199392 263717 6275741
439,21281 751743 4656214 7803064 516009 5703906 6144213 4590476 4684043 8546979 2300600 4769126 4734769 8547680 4688806 8548145 4716717 8546963 8547682 8547604 43655 4713845 36204 8103015 138086 4710864 425353 857818 4991591 8138152 762216 4773488 8568913 1518520 8661900 687554 3383262 7726502 7722948 5358081 2457023 4661799 99983 184678 1332793
440,211950 132000 98557 244360 101240 112924 43039 261799 244623 243131 253057 8553745 243345 131172 257247 98473 260109 268148 257296 72320 267340 89178 79188 263139 219132 263201 265514 263659 243094 146673 363361 67408 266629 72625 262139 5242 198982 52327 7877604 8699066 52287 3104991 1733900 3109826 6047556 6047454 3104595 1332375 43257 268959 4710961 3125738 336914
441,1233485 8797197 2400685 8280846 8572526 1982041 1053496
442,263201 98557 5242 268148 257296 263139 265514 262139 243131 253057 243345 211950 131172 244360 101240 257247 132000 98473 260109 72320 112924 267340 89178 79188 219132 43039 263659 243094 146673 261799 363361 244623 67408 266629 72625 198982 947441 1432071 8699066 2124739 8553745 7726502 1332461 4710961 43257 4871596 1213135 905017 173976 52313 21066 4349332 3987739 52277 7223526
443,165701 1814369 5927770 318423 221336 8694304 333895 5848791 5452929 541830 35997 747156 3074180 337989 8815530 6828339 9033442 8597011 6222112 1412644 8998760 4489147 2186403 1734954 7429787 6461422 6012530 5779219 4523619 1832452 6396859
444,91202 37509 5443927 4470090 5380783 7098814 2531349 380370 1486669 8397058 353468 8863813 7533720 5066383 8860053 645390 594296 7438872 4367380 7870977 8310124 7345178 4668640 1907149 8434623
445,131186 7904826 425353 7216358 375545 6829782 4515790 1204723 62516 6978293 1238488 659191 332319 5422750 7552036 3130971 4746194 7144804 8490153 8359225 9141540 4359570 2138182
446,144728 1156893 5109491 7209062 6160126 4182052 9081712 8571015 8048 6160076 2553691 7969370 197615 3087741 2593158 5219205 4413225 6098316 5400318 81756 318567 7960515 3271618 7516009 1161514 5793384
447,223710 8793074 8112024 2557850 1706535 811174 733490 1009393 9225684 985490 9094556 6610503 985512 8962162 6851825 7750812 968441 5656744 4400040 4400034 969690 4390324 933078 7002755 4943503 42941 7645538 6279342 4363998 8850838 8813344 738818 7414002 7541745 7413994 8872276 7283570 4787096 5229263
448,102375 15220 5238798 8878923 7414474 117256 3628315 5722384 7983707 3588413 1607358 333567
449,241210 3428718 647834 654458 296278 591281 647763 468897 459001 659195 516182 649950 685546 647806 686755 649992 686723 3691928 121038 2319639 9084602 3632899 8162245 2483469 2772101 9187906 6915645 3883 6162998 5683642 126211 5881703 5058334 4669397 6636955 311457 312811 1376512 589692 538643 168005 7350227 126514 126446 6074897 562966 4894140 6158301 126255 5414559 6831704 127808
450,723701 189232 11450 8962488 1747385 9183840 1060994 5080411 4647018 1062696 8611312 6160541 4698750 4691191 1075294 6509854 8867729 5662779 8787183 1820149 2457477 4873250 2995182 4973858 2824877 669467 4583275 4845977 2990981 4846183 1088567 741877 4275270 4609699 851034 1365500 6362678 8613878 3634759 7970699 2180456 4603444 4620636
451,60977 61062 9169291 57673 1029012 89511 221045 1133852 278111 388648 259210 302231 8286356 5433174 5562076 5814871 2948913 8992368 4737279 4774802 5496698 1735250 4497933 1791933 4393034 4039194 594142 4665732 4557524
452,109973 2352506 4102733 79592 8963416 4102595 79812 1313 3529672 9121770 6330220 8747254 5447170 332693 1056745 2370292 393614 988772 7818419
453,120520 14214 194007 2453542 1558011 1861623 6372848 8228458 8761052 1740823 4305082 1586146 2926744 1790104
454,191854 4668932 4490271 6019192 6081957 8716727 8637106 4490339 1355342 7351834 2376141 885941 5646227 6443388 2551587 7287289 6529827 7349075 1842398 1234572 8494542 5806477
455,120789 2639905 7744389 4429770 5294555 2462831 5820462 506413 949005 6331140 6096427 120765 1593447 4213964 2001634 29326 5781055 456984
456,2472343 8741303 6234299 4221031 8611394 8273184 6342970 3300602 1550715 8911413 6895744 8178303 2645324
457,620880 538581 588128 2870245 228481 588165 602183 617419 52456 261762 243452 343047 1769571 5907909 622047 1834809 478556 6044105 438177 3572485 2400714 3604955 6332091 212417 4206298 2574136 3579297 2870109 186510 1733869 316796 35057 3587890 2870005 452218 24033 4259663 165846 3621936 6194221 2576229 283019 143576 3620662 786194 1782986 152777 3136015 3992646
458,4177 34687 6078727 8111 4631737 1216277 55389 1139366 5841017 6874180 6867954 7442896 5527531 2391277 6868645 7465063 5523608 733500 6919419 1790007 1364735 4628846 4632875 5152852 4809072 4632927 4632723 4632872 4632739 4632910 4632727 7543083 1960648 37406 7474064 7428980 591236 39092 6178278 1227921 4632765 4378751 6215162 41477 680590
459,92084 6416735 220564 6416591 947841 11451 6457056 2358120 7500236 5921056 8508397 7953190 4825084 3818977 3023060 5642058 5636482 6113855 6471310 8733437 6361492 5848961 942870 784947 732552 4413030 6316596 4453808 6142831 2162852 7992707 3576904 7001475 779675 184722 724833 611822 5577066 3953496 2323822 6275847 8963617
460,8821070 6420318 6971969 8467940
461,347962 203257 330437 4351815 6224364 641531 641575 8653670 639962 321794 8870610 5084058 9226569 4685720 1157992
462,6280765 573876 4658303 8313847 4664455 8897576 907887 5166462 8624859 1799242 33212 4664298 4506978
463,90780 131875 83983 124534 49761 49757 179697 11034 118304 113510 10580 48420 145276 319920 121759 90784 336494 49737 467293 511499 90785 49729 466228 121122 468554 578677 130686 501844 257139 34477 262357 492470 250490 277279 130440 61775 475402 4511746 5005961 7666985 4910198 4425989 19788 1210425 21442
464,280752 7225900 6611729 1843545 252768 7641139 4358065 1317749 4501927 8484279 6567021 7977037 7963897 4501928 4279671 8559571 781300 7535270 5156836 4101790 297788 4263273
465,110355 1995918 905107 7728048 6838438 8307597 7369219 1986327 4871125 755041 1935732 1463478 1269182 1010625 4830997 694582 8322414 1735205 4638472 9189987 7782054 8022826 7727620 4395225 1986322 7646781 7617698 2367569 5495943 3575178 7238783 7366955 3641398 7423506 6354817
466,56634 9216639 5060518 9030316 4280115 1491298 243642 41085 451627 4264516 1110100 4977979 4978092 4973480 1741511 4250526 116134 4973533 2891103 2252250 4759623 26437 4973503 4978032 4978007 7197601 4978135 7524323 5240296 2724183
467,811 2772961 4672712 5384666 4886443 4886061 720403 975340 7474014 6831216 9183987 222980 522031 6904273 1120573 8137183 4243215 7536283 1530373 9184501 7873052
468,738478 77429 2359 2325088 784542 710648 1424456 7691684 7575830 784843 994402 4689867 4580914 720193 3245976 784479 4944709 1426854
469,54333 1765368 71438 55438 7463594 109361 5557817 413221 735909 7973746 70452 412314 8067534 8010472 7598014 309391 7374115 7450306 8099172 8044867 7485266 2865233 8003572 3593044 121911 8685615 7488196 7276254 6165413 8293044 8002431 296380 229990 111231 145357 5641195 8571 104690
470,327690 432963 382333 389014 3156140 374764 9231565 7805950 515802 7244541 208165 776937 7776434 8352235 2451414 4796047 9101800 1064505 8882208 2629624
471,33922 728806 7446574 1216833 4335156 5478644 6118581 55259 8037579 8345779 34852 1216903 8748886 1209477 2044225 4397566 2098637 322877 123305 9160867 7452622 9227582 6326475 7950517 9134138 6302380 937311 1416213 617836 5098494 9124059
472,10240 8271978 5389197 4101133 44253 5051449 8469799 6855042 970065 9169349
473,879024 235536 8671151 3074980 6002847 913375 6339283 4074048 5622904 7424268 47416 1304914 2153596 518031 45839 4881149 5250722 128774 596345 8853333 7462687 38575 7334549 1495966 1223638 3505084 6197612 272375 7693419
474,17540 2377478 5803547 658488 860 78956 355330 6609212 8876182 6135503 8334545 70602 7141966 7130526 6187935 4932616 2807519 904153 2121566 4936166 324757 1724363 1973208 8063718
475,147719 94722 8938946 1001411 8693596 138316 1523858 8757266 3037485 2530627 3161297 8408662 656152 4302801 7515441 359177 383167 146124
476,13421 7032182 6839378 1033826 1033854 162777 2762030 1853157 150754 7547538 2316906 151381 8714472
477,92057 6309906 327356 339008 1041853 7528186 8903479 6810 156418 53929 1309420 393607 21466 21455 84731 3585424 4191221 20280 19820 20363 1138292 1931266 228704 6572112 20268 20310 20453 3327807 5374028 20253 20937 20312 20934 20304 20275 8604432 60601 128572 7395535 315196 65564 7555149 6221161 316534 1046806 5007313 9046217 677853 2593746 5153574 1570666
478,1755916 483608 4138785 4138780 2160276 648664 730718 833508 7965007 7929223 6068220 2849979 5735413 484882 1631938 8668530 4891836 5105697 530566 403042 2276613 5793309 4867730 3659736 426064 5109398 252299
479,113380 5143129 8348869 4671484 7728167 1699685 1248430 7410398 2889616 4275094 9180637 8276143 4146252 1111922
480,84815 4624691 7327366 6339426 7752897 122234 4651596 7752911 6262062 117618 7752824 5430476 4664543 610774 7921138 4477438 1389705
481,100847 150043 1578137 8443360 5446494 1322179 707363 2660484 2654784 9026263 5386947
482,21347 2134288 1632 4336984 1801844 3428387 1612838 1148114 2465930 76122 263864 776833
483,642161 2520479 2218578 1604894 7867642 270705 6434282 2856818 5285458 5966374 5966356 1564738 1309113 7672946 1506283 1009098 280311 373 148723 3441118
484,192266 9208 790285 86493 801181 3669891 1281773 1210215 1478268 7816702 420 5997498 5087814 650287 36035 579574 6101770 353390 5127377 263412 6013862 2455809 5265 6026904 305654 208190 1841619 7216501 535948 6011620 71794 1866109 1835914 6010447 5156535 843762 486763 8693702 1854081 278982 4476117 171658 203821 35044 34618 2810471 1121175 341782 351451 5293536 2413892 7170787 34617
485,32237 3442630 8322849 4249541 1926918 7544944 8658129 1298758 2344913 9129943 4985953 728446
486,2135 397078 5711987 5908378 4994966 7222827 7638164 716076 8773719 3932003 5127434 7375027 3370674 4717323 2806830 6565335 2356442 6948331 8144062
487,75425 110117 128006 110118 7655572 2781617 377736 63790 7466732 7208737 9059073 9189923 1044771 9152685 3255483 4248428 5916392 9223862 8412723 5076287
488,84010 1868538 8495837 159651 4956099 6571576
489,320763 3857505 4521746 4119265 3879801 3879767 3879790 3879788 3879797 3879794 3879779 2622003 3879770 1444343 4119300 3508060 8495572 8186409 6392557 7746916 2055025 7715321 332048 3124039 3879765 3879802 8758271 3879782 3058717 3879806 3879762 4208502 4725173 3879799 3879757 3879785 2022051 4710842 3879776 8814148 2098531
490,106050 2082051 6999282 4530068 8392271 5117272 4437156 6627588 8392077 6854070 1042344 406514 5548407 8012317 4506135 7251221 6997522
491,159902 9205380 8073732 5716351 4014309 3364088 7507585 1326644 4191788 5804924 1943406 1114806 6039003 380551 4488634 3020054
492,557869 3259759 3981088 3609505 5186518 4589798 170236 3990208 4878072 1124282 6429996 4241816 5068764 355528 7034554 5071094 5003196 8771843 5070446 2070603 8243470 405325 4779007 4873553 8679332
493,163114 252432 160863 140948 207981 154645 8126126 53787 5350862 4872976 6941105 60456 5380360 5830458 250234 5501532 5043426 54288 258653 1080452 4429780 8123808 1452851 1160723 8069474 5889320 8162321 4174092 621760 2300203 4754212 5500665 204786 305103 8956260 6365098 264547 6819910 434621
494,145123 145124 173232 5249259 4356444 3626618 1387175 3856434 8419418 515272 7911166 5426022
495,63045 5514474 3279797 76890 264130 3301222 7507454 43378 1035769 666934 5453423 591203 1539143 314388 6597826
496,314816 257148 49741 127583 49761 128009 128983 241147 501873 501399 385501 501408 468797 36501 470918 119142 492470 49747 315390 36496 120605 4562692 4511746 4993724 5636793 4910198 4850174 5636663 36499 49742 5106329 6046346
497,98550 744699 514690 241147 49742 112515 279844 49735 49751 124534 128987 124371 121119 49760 129392 102923 128846 449888 466228 129051 128009 641250 62817 113505 314841 3978933 1753030 4564198 6944347 14453 1473549 6131281 5887307 5549998 4468881 900895 6944358 754888 4544934 450333 9002847 487351
498,78955 6933893 946175 1775006 4271508 5419321 4879863 1547345 5862902 2971908
499,584260 7267868 1871803 7617443 321001 1343094 4539647 5823266 5301606 510324 422877 485866 2386658 8693261 4221650 114073 1683078 6849450
500,17739 2345325 7346683 4655537 900170 16042 6322290 7721378 217164 988860 141637 6321826 6958464 1635253 6391262 1489797 667086 7230769 4097376 3111714 677163 7573191 1635289 1598999 419872 787412 1218785 7315358 473189 220441 6489162 7935089 4604570 2752097 6490311
501,210364 4458637 4651273 4636498 2770391 2639767 81298 672497 528868 669499 1164102 6865115 4637732 5633692 7223123 7223499 5477043 4344122 4664441 5900499 5850471 7917724 4139638 7911289 1786744 7911388 4118023 7916509 7918600 4204776 8662747 4985831 1701972 7911183 7914784 7038506 7918691 7916601 1161125 7913084 3396079 467187 4643360 7914402 16006 7916412 7917828 5408399 7803064 156431 7915079 8252376 4835119 3606888 3307790 1231818 528477 7913321 193133 1349473 7674864 8270591 2596393 3918054
502,11392 7213857 1982133 1402540 5584758 1878863 1294660 6604592 6577369
503,60415 3567809 133143 801673 5512017 5045244 141650 1057039 2331450 6237827 1530592 791820 4186177 9083275 4096307 5606262
504,452218 1042601 3307186 2400714 212417 4206298 2574136 3579297 2870109 186510 1733869 316796 35057 3587890 2870005 24033 4259663 165846 3621936 6194221 2576229 283019 143576 3620662 786194 1782986 152777 5115126 3463724
505,12890 286395 5293030 1285562 2191343 6208538 4521668 6189478 8815010 383061 610017 4361332 689867 8561076 4391324 2332645 8571533 8569868 37631 8418495 8571531
506,78760 233477 979616 1041732 140130 4312427 4266768 4266784 4878589 4263385 2596210 4447021 3081633 2369052 871424 1217253 6315327 1106708 4263397 7397394 874845 2648376 460632 916844 267755 2509694 4525861 760351 2255244 4464887 530 4909551 8257113 1379356 738426 1429792 101582 4909650 4911085 1412081 450000 1432354 8200990 869483 4910645 8270603 6624400 927389 7583906
507,8712072 113232 260787 7262482 7492035 1381767 4592710 325501 3490385 1315631 665036 8413386
508,279737 2595699 2886354 656476 314611 8212035 5849797 1258876 8213812 4484149 7933737 8987344 5061203 9119419
509,11798 7446906 4539995 737592 4485706 6270353 11564 125521 7244413 5088897 87958 8766713 4513132 2795586 6533550 17881 4514769 6497761
510,49242 272173 6041609 690330 1325801 316131 433826 4425353 5693028 118483 7527960 7329182 2023982 5925854 116122 7565418 2918155 5722209 5309790
511,121296 282713 666842 253748 8979181 8986044 7344515 6873104 6593787 125946 781437 373336 15942 139446 8816273 54970 8847917 6872718 3750360 8877355 7010837 7321583 2901523 189314 2098770
512,559 878023 6945428 8680281 5254207 8418518 8914604 1867848 6919677 6198603 208800 1678992 6870505 1358907 6456677 849823 4860793 9150688 5674053 56594
513,233310 8604888 2097 4625267 9128155 763942 269627 1520630 890041 30978 232652 8788597 5590893 3208448 1090138 4540803 422867
514,34660 2620158 164792 385299 383407 8348940 164781 5538762 291001 3617384 4168292 8726717 8761204 6472312 5910229 6608805 2336914 6011351 6579901 7815905 811532 420 8802663
515,2122 4084103 3538872 1333874 249947 3611432 2774080 7896740 4458337 693879 6099899 1940997 188283 194110 1580671 1316704
516,501690 8346282 3203667 6965131
517,179040 8763309 4368419 5250709 1565303 7745031 8115604 7364625 234250 5040680 2239553
518,55627 456019
519,3506 3699 1595642 3509 3513 3514 2691 3504 29326 3498 3515 3510 3508 3503 3505 3500 29318 3501 29329 3499 3511 483582 29336 29323 29319 3512 29325 3507 29320 3516 3517 29321 29324 88511 1052018 2108790 1402300 5136430 1461898 4111200 3518358 4339257 8775786 1189001
520,323266 324900 68462 246964 432584 7372463 7377515 3677490 8820196 13110 7376331 8764713 7790657 8374873 7655430 5506506 385316 8758821 6214889 7197850 4986874 134256 5767496 6250454 173182 45991 7311576 7064004 2208374 7418376
521,45047 6910868 2121405 1225063 1833419 76736 4551015 6618655 3444760 5620736 432529 31562 171128 5646021 8983028 361553 2002126 2984 1637855 2867 415448 4121967 6320851 9076740
522,41776 500073 60292 1987643 7936031 11571 5278605 1124832 3879151 137995 17200 11572 7063624 3676953 223214 17296 41785 1020195 2843947 1386128 310857 4803049 5399160 5076699 42190 3804079 6553399 41627 41728 2912181
523,1140068 888035 93686 8232841 1719403 685680 1553723 213441 6174095 4491081 1850227 515988 7296257 1792082 6904472 1436839 99539 2016232 1137893 1440244 6348118 5372900 6938085 378632 246097 688898 749279 5186583 405189 475499 11657 8705064 1919301 8881623 6437154 3003225 6959541 6633744 8927365
524,10362 6544818 610250 7768454 2093834 4361 428097 5146634 308097 5373932 5335221
525,204336 51940 52278 207981 154645 264046 175155 252720 53274 8123849 79259 53792 1845150 194111 4706228 5375781 4330741 8111653 2411792 4760966 5938841 589178 2411098 1337962 8111376 8147727 8085636 8028249 204786 305103 8956260 6365098 264547
526,63708 140735 549769 1782501 9076740 4958533 172896 5276722 550859 64592 1108164 64618 5479005 6341110 4603541 4955041 3282808 5538748 803410 7458987
527,163941 4331737 898267 1143527 4417524 4417518 4417546 4990301 1092569 4417495 716231 4426071 6428872 2977799 694609 1799316 8485408 6556634 1118326 1825089 561476
528,38324 4336663 1764962 6217076 1744731 2726228 150154 4451302 1202521 106535 364328 4828 88333 4105519 73011 44517 5402817 25799 4785908 3189789 5428955 5064987 977577 4794948 19472 165793 6395008 156770 6044837 6622818 6552716 3040424 205973 1380942 12751 9845 6597965 73029
529,1647 1618 1232786 362105 2582726 6949140 8650642 1387486 1103996 2951344 518625 445418 1186673 6920691 7194216 4671415 1804211 6096455 1657165 1791843 547693 454700 8229969 141213 980297 1593722 2470637 2971703 26102 6262290 1863755 1203091 1223777 7610588 32003
530,67474 5136725 625040 3975971 3161297 2236958 689592 414761 68158 6518940 4873079 4677526 137132 6330865 4854400 7788748 73564 1665362 115336 3556583 3838898 705102
531,240240 8243615 4799981 2060125 4798366 2978477 1704284 4805072 8597105 4800133 4111037 1900177 2062195 2394023 4574834 4800043 4798339 4799999 4633242 4804906 387563 2055828 5171213 4807585 3038264 4804875 4807646 4310399 3998194 4807445 4804892 2206663 6447238 2350579 4807386 4804899 2513282 4799975 2062142 4807503 4804936 4798437 4800014 4805106 309356 4807473 9149353 1139734 1214415 1425871 1915271
532,184643 1915618 1111928 8583 3929712 185285 6286348 62338 536131 269940 742647 1399165 744261 2524405 8953797 8298777 5010026 8863256 2063961
533,111275 7724640 2663162 8972738 5834318 868212 9123692 24510 24521 9036014 8533981 24532 1019458 490080 2663102 2387385 6411750 397245 24534 8161996 9206122 788669 6239604 574927 6013559 8883041 24540 136116 3749793 5702192 7325500 387128 5989919 19464 733465 4399467 871990 23426
534,209535 252402 735588 2905328 2336517 60311 5847440 5252596 7553393 3163419 2330082 2903014 6138515 5582929 2282989 3484459 1375456 4348692 5178433 1191318 2319335 5313280 5319493 319476
535,89544 3057354 132921 6210080 355368 5337229 8512864 5926574 6234573 6599963 8508547
536,324044 3772 2437126 5700415 4911642 4801377 588283 1640400 2772777 6967123 4613660 1461761 29773 2973591 1887688 1297838 133423 2195107 2203889 4257818 185427 4615089 2760644 1232838 5386762 444179 1258742 8593941 2157060 5235187 1984434 5392200 5172208 2561736 1736335 209468
537,42818 6622778 4738627 1297636 1076845 866289 5422873 1729890 8993493 2537933 1282383 4191408 1034928 1185136 6171995 1332474 5311210 532645 7278891 487797
538,115755 8641830 6322599 641429 99619 428457 98834 429545 405384 4446665 1145303 6973140 1974033 4180115 6235736 3134184 4193721 6235869 1404569 3601259 4118855 1303839 4488848 2913714 273631 4176437 2924435 6235829 2913590 1729540 1744253 5129940 5195686 785056 5804673 7214851 6827254 46730 2772361 6007533 775598 9227676
539,357365 4191392 4012499 8563661
540,1351131 166678 8188610 8746773 320735 4351834 8712251 4110499 320745 309520 707513 334964 9028424 366891 8286131 1310275 30625 388002 334967
541,2077737 2348446 2758446 7367129 2568310 7882749 4502185 5261351 180769 1902226 2474905 7692477 5773465 134581 687011 2394947 330948 283884
542,83438 15169 1255936 722987 4457329 225070 995842 666386 5042230 4594618 418677 260222 5321912 4387788 8326806 1324906 1130937 4496312 1689654 1891060 931463 48341 6938015 1689089 48336 1281214 843690 7000117 1690404 568816
543,82064 8019325 4098816 4016185 3561312 4703347 7497842 6081753 4887189 585198 5585968 2754164 5901762 4182654 809151 248958 351607 6845476 7225900 4647093 4081548
544,585504 5106262 8088370 4991130 4971734 26437 5851879 6886590 6217690 89754 3530631 6987480 2994317 9123453 440126 1086608 8274738 4082319 2755474 3767818 732646 3767826 2625833 547416 165339 1925863 5805249 8819944 493076 5489408 2726497 3767631 9121611 3767609 3530983 8819924 2994374 3767844 533037
545,237844 11600 32349 351638 136878 4620872 1777260 409579 3749888 5610787 8517796 2187082 1405279 2470240 1556746 4520241 507796 5685683 714170 734715 2127145 1932585 375614 4667373 3281063 1900214 4642100 7202886 9110754 6918352
546,421619 8304782 3210832 8292781 2418175 4755867 4357 2654295 3181570 1567615 3014633 1125791 7537720 6292848 6224195 6201082 6207598 4740241 8746780 6206972 874445 7501238 3751395 525645 5968462 25359 8589458 5494354 1443189 4887034 979176 3553306
547,75931 429863 1832489 7351994 3996375 517925 8564865 7180803 4510714 3082380 10996 987023 80402 4248349 6643227 202931 4595127 4341235 2596380
548,9252 11866 8800094 8772988 3023250 2384383 375997 539914 4013328 5709314 8126 1349212 1177607 8897742 4842268 8255934 4698373 8773569 856211
549,181633 3476508 829583 107762 29542 6633731 36647 32846 3476433 1826688 4462411 337847 2178297 3635950 8837969 6874973 1396512 876987 5015276 5534159
550,339318 47254 483412 8334662 1296609 7235156 8514085 662034 8726413 8862538 39684 1185518 516717 6840367 8036992 3920 188480 3600196
551,530526 4938861 4603162 320712 957581 1675309 776431 653700 8532844 8006978 1299840 8917197 265825
552,644992 7690188 1122856 8465513 4651533 7510573 9208091 2371719 14861 3457 5491425 644772 575856 3198018 1224506
553,515623 5946611 4792889 6490546 783270 4930404 26843 948969 199339 4786420 6543196 909404 6185433 8879004 8566060 852438 8812055 6003587 5426013 4162106 9089340
554,578902 971181 1054202 26437 3530631 6987480 2994317 9123453 440126 1086608 8274738 4082319 2755474 3767818 732646 3767826 2625833 547416 165339 1925863 5805249 8819944 493076 5489408 2726497 3767631
555,874807 8612831 4090593 5168623 1336872 5457411 6382505 9181691 4403670 6542526 3964880 1919201 4640609 7309670 8721007 1267421 4247147 4855954 1399492 5818522 5663630 1000817 3680140 1765230 5484913 286943 4190640 4303572 5947099 7225214 320954 3874756 4695299 28641 995198 4173704 135673 5008843 4844793 3107898 4189236 6400601 4986502 7863830
